Inventory_ID,Month_Name,Month_Number,Quarter,Year,Calendar_YearMonth,Distributor_Code,Distributor_Name,City,Zone,Tier,Owner_Name,GST_Number,Credit_Limit,Years_Active,SKU_Code,SKU_Name,Sub_Category,Category,SBU,MRP,Cost_Price,Distributor_Price,Opening_Stock,Received_Qty,Sold_Qty,Damage_Qty,Expiry_Qty,Closing_Stock,Reorder_Level,Stock_Status,Inventory_Value,Damage_Value,Expiry_Value,Turnover_Ratio,Days_Of_Stock
INV005592,January,1,Q1,2025,2025-01,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,33FICTD1011M1Z5,50000,4,SHINEZ-SD500,SURFACE DISINFECTANT 500ML,SURFACE CARE,SURFACE CARE,HOME CARE,185,120.25,160.95,462.8,715.3,782.7,10.3,3.9,381.2,118.0,Adequate,61354.14,1238.58,468.98,1.85,14.6
INV005593,January,1,Q1,2025,2025-01,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,33FICTD1005M1Z4,100000,5,HELIX-AL100,ANTISEPTIC LIQUID 100ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,78,50.7,67.86,138.1,599.0,257.0,3.7,1.8,474.6,77.8,Adequate,32206.36,187.59,91.26,0.84,55.4
INV005594,January,1,Q1,2025,2025-01,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,33FICTD1004M1Z2,125000,7,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,485.3,540.4,210.5,1.6,1.1,812.5,104.1,Adequate,97548.75,143.52,98.67,0.32,115.8
INV005595,January,1,Q1,2025,2025-01,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,33FICTD1010M1Z2,50000,7,FOAMX-SG200,SHOWER GEL 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,255,165.75,221.85,460.9,360.2,417.8,5.4,2.1,395.8,91.3,Adequate,87808.23,895.05,348.08,0.98,28.4
INV005596,January,1,Q1,2025,2025-01,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,8,DIVYA-ECO,ECONOMY PACK,AGARBATTI,AGARBATTI,HOME ESSENTIALS,24,15.6,20.88,148.5,192.4,170.0,1.3,0.7,168.9,146.9,Adequate,3526.63,20.28,10.92,1.07,29.8
INV005597,January,1,Q1,2025,2025-01,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,33FICTD1012M1Z3,50000,6,FLMSTK-SF01,SAFETY PACK,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,9,5.85,7.83,246.5,229.5,124.2,2.1,0.6,349.1,143.2,Adequate,2733.45,12.28,3.51,0.42,84.3
INV005598,January,1,Q1,2025,2025-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,4,FOAMX-SG200,SHOWER GEL 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,255,165.75,221.85,388.4,832.3,950.5,11.2,3.4,255.6,164.9,Adequate,56704.86,1856.4,563.55,2.95,8.1
INV005599,January,1,Q1,2025,2025-01,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,33FICTD1005M1Z4,100000,5,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,194.2,459.3,73.4,0.8,0.3,579.0,92.3,Adequate,69514.74,71.76,26.91,0.19,236.6
INV005600,January,1,Q1,2025,2025-01,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,33FICTD1007M1Z1,75000,4,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,543.9,289.9,603.6,3.2,2.3,224.7,67.5,Adequate,11729.34,124.8,89.7,1.57,11.2
INV005601,January,1,Q1,2025,2025-01,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,33FICTD1006M1Z6,100000,9,SHINEZ-FC1L,FLOOR CLEAN 1 LTR,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,190,123.5,165.3,356.4,262.9,60.6,0.3,0.2,558.2,77.5,Adequate,92270.46,37.05,24.7,0.13,276.3
INV005602,January,1,Q1,2025,2025-01,DT1003,MUTHTHU MARKETING,Madurai,South,Tier 1,Ganesh Selvam,33FICTD1003M1Z7,150000,10,FOAMX-SG200,SHOWER GEL 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,255,165.75,221.85,543.0,748.5,667.4,13.6,3.2,607.3,145.4,Adequate,134729.5,2254.2,530.4,1.16,27.3
INV005603,January,1,Q1,2025,2025-01,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,33FICTD1007M1Z1,75000,4,PURIS-VALUE10,VALUE SACHET,BATH SOAP,BATH SOAP,PERSONAL CARE,13,8.45,11.31,285.1,583.5,190.6,3.2,1.4,673.4,166.6,Adequate,7616.15,27.04,11.83,0.4,106.0
INV005604,January,1,Q1,2025,2025-01,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,33FICTD1010M1Z2,50000,7,FLMSTK-SF01,SAFETY PACK,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,9,5.85,7.83,651.1,211.7,167.6,3.6,1.6,690.0,70.9,Adequate,5402.7,21.06,9.36,0.25,123.5
INV005605,January,1,Q1,2025,2025-01,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,33FICTD1011M1Z5,50000,4,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,122.1,770.2,612.5,8.8,1.4,269.6,146.4,Adequate,32368.18,789.36,125.58,3.13,13.2
INV005606,January,1,Q1,2025,2025-01,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,33FICTD1004M1Z2,125000,7,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,448.1,172.5,305.9,6.9,2.6,305.2,127.3,Adequate,22569.54,381.22,143.65,0.81,29.9
INV005607,January,1,Q1,2025,2025-01,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,33FICTD1004M1Z2,125000,7,HELIX-AL500,ANTISEPTIC LIQUID 500ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,285,185.25,247.95,468.0,515.7,751.7,12.2,2.3,217.5,150.2,Adequate,53929.12,2260.05,426.08,2.19,8.7
INV005608,January,1,Q1,2025,2025-01,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,33FICTD1008M1Z9,75000,6,DIVYA-DHOOP,DHOOP STICKS,AGARBATTI,AGARBATTI,HOME ESSENTIALS,72,46.8,62.64,616.3,458.9,189.3,1.1,0.7,884.1,141.0,Adequate,55380.02,51.48,32.76,0.25,140.1
INV005609,January,1,Q1,2025,2025-01,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,33FICTD1014M1Z4,50000,5,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,463.6,389.3,582.8,11.5,3.6,255.0,81.0,Adequate,19522.8,657.8,205.92,1.62,13.1
INV005610,January,1,Q1,2025,2025-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,4,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,247.9,803.1,242.4,5.4,1.4,801.8,141.8,Adequate,174391.5,877.5,227.5,0.46,99.2
INV005611,January,1,Q1,2025,2025-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,4,PURIS-GUARD75,GUARD SOAP 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,56,36.4,48.72,564.3,247.8,380.4,3.0,1.4,427.3,133.8,Adequate,20818.06,109.2,50.96,0.77,33.7
INV005612,January,1,Q1,2025,2025-01,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,33FICTD1014M1Z4,50000,5,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,427.7,359.2,537.7,10.2,3.2,235.8,74.8,Adequate,18052.85,583.44,183.04,1.62,13.2
INV005613,January,1,Q1,2025,2025-01,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,8,CLEANOZ-HW500,HAND WASH 500ML,HAND WASH,HAND WASH,PERSONAL CARE,275,178.75,239.25,318.8,858.1,107.8,2.2,0.6,1066.3,175.2,Adequate,255112.28,393.25,107.25,0.16,296.7
INV005614,January,1,Q1,2025,2025-01,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,33FICTD1013M1Z7,50000,3,SHINEZ-FC500,FLOOR CLEAN 500ML,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,112,72.8,97.44,353.1,702.6,302.4,2.5,1.2,749.6,106.6,Adequate,73041.02,182.0,87.36,0.55,74.4
INV005615,January,1,Q1,2025,2025-01,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,33FICTD1010M1Z2,50000,7,DIVYA-DHOOP,DHOOP STICKS,AGARBATTI,AGARBATTI,HOME ESSENTIALS,72,46.8,62.64,215.5,544.4,244.9,4.2,2.1,508.7,170.2,Adequate,31864.97,196.56,98.28,0.68,62.3
INV005616,January,1,Q1,2025,2025-01,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,33FICTD1005M1Z4,100000,5,SHINEZ-FC1L,FLOOR CLEAN 1 LTR,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,190,123.5,165.3,596.2,270.0,249.6,2.1,0.8,613.7,92.6,Adequate,101444.61,259.35,98.8,0.41,73.8
INV005617,January,1,Q1,2025,2025-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,4,FLMSTK-SF01,SAFETY PACK,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,9,5.85,7.83,121.0,166.9,94.4,1.5,0.4,191.6,83.5,Adequate,1500.23,8.77,2.34,0.6,60.9
INV005618,January,1,Q1,2025,2025-01,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,33FICTD1014M1Z4,50000,5,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,375.8,797.7,660.3,8.6,4.8,499.8,108.8,Adequate,108706.5,1397.5,780.0,1.51,22.7
INV005619,January,1,Q1,2025,2025-01,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,33FICTD1012M1Z3,50000,6,CLEANOZ-HW500,HAND WASH 500ML,HAND WASH,HAND WASH,PERSONAL CARE,275,178.75,239.25,284.1,671.4,563.2,4.4,3.0,384.9,105.9,Adequate,92087.32,786.5,536.25,1.68,20.5
INV005620,January,1,Q1,2025,2025-01,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,33FICTD1012M1Z3,50000,6,SHINEZ-FC1L,FLOOR CLEAN 1 LTR,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,190,123.5,165.3,100.0,156.0,62.0,0.9,0.2,192.9,127.6,Adequate,31886.37,111.15,24.7,0.42,93.3
INV005621,January,1,Q1,2025,2025-01,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,33FICTD1005M1Z4,100000,5,BLOSOM-TLC200,BODY TALC 200G,BODY TALC,BODY TALC,PERSONAL CARE,155,100.75,134.85,262.5,289.1,165.6,1.1,1.6,383.3,157.5,Adequate,51688.0,110.82,161.2,0.51,69.4
INV005622,January,1,Q1,2025,2025-01,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,33FICTD1007M1Z1,75000,4,HELIX-AL100,ANTISEPTIC LIQUID 100ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,78,50.7,67.86,562.3,453.3,315.2,5.1,2.1,693.2,144.1,Adequate,47040.55,258.57,106.47,0.5,66.0
INV005623,January,1,Q1,2025,2025-01,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,33FICTD1005M1Z4,100000,5,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,353.6,228.4,234.6,2.3,1.6,343.5,165.6,Adequate,74711.25,373.75,260.0,0.67,43.9
INV005624,January,1,Q1,2025,2025-01,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,8,SHINEZ-FC500,FLOOR CLEAN 500ML,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,112,72.8,97.44,114.4,394.6,257.0,4.8,2.2,245.0,153.9,Adequate,23872.8,349.44,160.16,1.43,28.6
INV005625,January,1,Q1,2025,2025-01,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,33FICTD1011M1Z5,50000,4,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,370.3,320.6,306.9,4.2,2.8,377.0,108.2,Adequate,3935.88,32.76,21.84,0.82,36.9
INV005626,January,1,Q1,2025,2025-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,4,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,570.8,452.9,694.4,3.8,2.4,323.1,108.8,Adequate,70274.25,617.5,390.0,1.55,14.0
INV005627,January,1,Q1,2025,2025-01,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,33FICTD1006M1Z6,100000,9,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,172.5,543.9,153.3,2.4,0.5,560.2,74.8,Adequate,67257.61,215.28,44.85,0.42,109.6
INV005628,January,1,Q1,2025,2025-01,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,33FICTD1006M1Z6,100000,9,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,155.2,489.1,137.9,2.2,0.5,503.7,67.2,Adequate,60474.22,197.34,44.85,0.42,109.6
INV005629,January,1,Q1,2025,2025-01,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,33FICTD1007M1Z1,75000,4,BLOSOM-TLC200,BODY TALC 200G,BODY TALC,BODY TALC,PERSONAL CARE,155,100.75,134.85,589.9,265.6,449.3,2.9,1.8,401.5,143.8,Adequate,54142.27,292.18,181.35,0.91,26.8
INV005630,January,1,Q1,2025,2025-01,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,33FICTD1008M1Z9,75000,6,CLEANOZ-HW500,HAND WASH 500ML,HAND WASH,HAND WASH,PERSONAL CARE,275,178.75,239.25,345.2,804.8,248.1,5.7,0.8,895.4,155.5,Adequate,214224.45,1018.88,143.0,0.4,108.3
INV005631,January,1,Q1,2025,2025-01,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,33FICTD1007M1Z1,75000,4,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,303.8,755.3,543.2,9.4,3.7,502.8,107.2,Adequate,109359.0,1527.5,601.25,1.35,27.8
INV005632,January,1,Q1,2025,2025-01,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,33FICTD1014M1Z4,50000,5,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,176.6,358.9,243.6,5.5,1.5,284.9,78.3,Adequate,34205.09,493.35,134.55,1.06,35.1
INV005633,January,1,Q1,2025,2025-01,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,33FICTD1007M1Z1,75000,4,SHINEZ-FC1L,FLOOR CLEAN 1 LTR,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,190,123.5,165.3,253.3,160.2,100.7,0.8,0.9,311.1,146.0,Adequate,51424.83,98.8,111.15,0.36,92.7
INV005634,January,1,Q1,2025,2025-01,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,33FICTD1007M1Z1,75000,4,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,321.5,799.4,574.8,10.1,4.0,532.0,113.5,Adequate,115710.0,1641.25,650.0,1.35,27.8
INV005635,January,1,Q1,2025,2025-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,4,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,259.9,842.0,254.1,5.5,1.4,840.9,148.7,Adequate,182895.75,893.75,227.5,0.46,99.3
INV005636,January,1,Q1,2025,2025-01,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,33FICTD1014M1Z4,50000,5,PURIS-GUARD75,GUARD SOAP 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,56,36.4,48.72,436.6,797.6,65.0,1.1,0.4,1167.7,83.9,Adequate,56890.34,40.04,14.56,0.08,538.9
INV005637,January,1,Q1,2025,2025-01,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,8,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,430.5,688.9,663.3,9.8,1.5,444.8,93.6,Adequate,32892.96,541.45,82.88,1.52,20.1
INV005638,January,1,Q1,2025,2025-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,4,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,154.9,388.0,166.6,2.6,1.2,372.5,103.9,Adequate,27546.38,143.65,66.3,0.63,67.1
INV005639,January,1,Q1,2025,2025-01,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,33FICTD1008M1Z9,75000,6,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,630.5,639.8,455.8,3.4,2.9,808.2,184.1,Adequate,59766.39,187.85,160.22,0.63,53.2
INV005640,January,1,Q1,2025,2025-01,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,8,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,694.0,761.7,187.3,1.5,1.6,1265.3,152.7,Adequate,96871.37,85.8,91.52,0.19,202.7
INV005641,January,1,Q1,2025,2025-01,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,33FICTD1014M1Z4,50000,5,CLEANOZ-PWDR,POWDER HAND WASH 100G,HAND WASH,HAND WASH,PERSONAL CARE,82,53.3,71.34,150.5,795.7,326.4,3.8,2.5,613.5,74.8,Adequate,43767.09,202.54,133.25,0.85,56.4
INV005642,January,1,Q1,2025,2025-01,DT1009,KAVITHA TRADERS,Tiruppur,West,Tier 2,Karthik Pillai,33FICTD1009M1Z8,75000,5,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,359.8,429.8,486.4,6.1,1.1,296.0,96.0,Adequate,15451.2,237.9,42.9,1.48,18.3
INV005643,January,1,Q1,2025,2025-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,4,BLOSOM-TLC200,BODY TALC 200G,BODY TALC,BODY TALC,PERSONAL CARE,155,100.75,134.85,498.2,795.9,914.3,10.8,5.0,364.0,116.5,Adequate,49085.4,1088.1,503.75,2.12,11.9
INV005644,January,1,Q1,2025,2025-01,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,33FICTD1002M1Z3,175000,6,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,267.7,374.2,300.3,2.3,0.7,338.6,151.4,Adequate,17674.92,89.7,27.3,0.99,33.8
INV005645,January,1,Q1,2025,2025-01,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,33FICTD1005M1Z4,100000,5,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,386.8,249.7,256.5,2.6,1.7,375.7,181.1,Adequate,81714.75,422.5,276.25,0.67,43.9
INV005646,January,1,Q1,2025,2025-01,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,33FICTD1012M1Z3,50000,6,DIVYA-ECO,ECONOMY PACK,AGARBATTI,AGARBATTI,HOME ESSENTIALS,24,15.6,20.88,288.8,755.0,722.7,15.3,3.1,302.7,94.0,Adequate,6320.38,238.68,48.36,2.44,12.6
INV005647,January,1,Q1,2025,2025-01,DT1003,MUTHTHU MARKETING,Madurai,South,Tier 1,Ganesh Selvam,33FICTD1003M1Z7,150000,10,SHINEZ-SD500,SURFACE DISINFECTANT 500ML,SURFACE CARE,SURFACE CARE,HOME CARE,185,120.25,160.95,244.1,142.3,72.7,0.7,0.2,312.8,96.6,Adequate,50345.16,84.18,24.05,0.26,129.1
INV005648,January,1,Q1,2025,2025-01,DT1003,MUTHTHU MARKETING,Madurai,South,Tier 1,Ganesh Selvam,33FICTD1003M1Z7,150000,10,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,206.1,763.5,704.1,12.9,4.0,248.6,135.0,Adequate,54070.5,2096.25,650.0,3.1,10.6
INV005649,January,1,Q1,2025,2025-01,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,33FICTD1014M1Z4,50000,5,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,613.1,377.2,476.5,3.1,3.9,506.8,111.8,Adequate,26454.96,120.9,152.1,0.85,31.9
INV005650,January,1,Q1,2025,2025-01,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,8,GUARDIA-HS100,HAND SANITIZER 100ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,82,53.3,71.34,397.9,387.3,175.9,2.1,1.3,605.9,145.8,Adequate,43224.91,111.93,69.29,0.35,103.3
INV005651,January,1,Q1,2025,2025-01,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,33FICTD1010M1Z2,50000,7,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,285.8,156.5,123.6,0.6,0.9,317.2,163.1,Adequate,38083.03,53.82,80.73,0.41,77.0
INV005652,January,1,Q1,2025,2025-01,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,33FICTD1007M1Z1,75000,4,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,477.8,154.8,96.4,1.1,0.7,534.4,118.2,Adequate,5579.14,8.58,5.46,0.19,166.3
INV005653,January,1,Q1,2025,2025-01,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,8,SHINEZ-SD500,SURFACE DISINFECTANT 500ML,SURFACE CARE,SURFACE CARE,HOME CARE,185,120.25,160.95,401.4,696.6,222.8,3.2,1.7,870.3,119.3,Adequate,140074.78,384.8,204.42,0.35,117.2
INV005654,January,1,Q1,2025,2025-01,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,33FICTD1008M1Z9,75000,6,FLMSTK-SF01,SAFETY PACK,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,9,5.85,7.83,656.3,414.1,595.5,13.6,4.6,456.7,167.8,Adequate,3575.96,79.56,26.91,1.07,23.0
INV005655,January,1,Q1,2025,2025-01,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,33FICTD1008M1Z9,75000,6,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,628.1,167.7,629.8,10.5,1.3,154.2,108.1,Adequate,33538.5,1706.25,211.25,1.61,7.3
INV005656,January,1,Q1,2025,2025-01,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,33FICTD1012M1Z3,50000,6,GUARDIA-HS100,HAND SANITIZER 100ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,82,53.3,71.34,499.1,345.9,567.1,11.5,5.2,261.2,87.7,Adequate,18634.01,612.95,277.16,1.49,13.8
INV005657,January,1,Q1,2025,2025-01,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,33FICTD1011M1Z5,50000,4,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,302.5,321.1,479.8,5.2,1.9,136.7,102.9,Adequate,29732.25,845.0,308.75,2.18,8.5
INV005658,January,1,Q1,2025,2025-01,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,33FICTD1005M1Z4,100000,5,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,357.3,230.7,237.0,2.4,1.6,347.0,167.3,Adequate,75472.5,390.0,260.0,0.67,43.9
INV005659,January,1,Q1,2025,2025-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,4,PURIS-GUARD75,GUARD SOAP 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,56,36.4,48.72,588.8,258.5,396.9,3.4,1.6,445.4,139.6,Adequate,21699.89,123.76,58.24,0.77,33.7
